asset,facility,state
161514,Scripps Memorial Hospital La Jolla Campus,In Service
158591,Scripps Memorial Hospital Encinitas Campus,In Service
166941,Scripps Mercy Hospital Chula Vista Campus,In Service
157601,Scripps Green Hospital Campus,In Service
159918,Scripps Green Hospital Campus,In Service
160246,Scripps Memorial Hospital La Jolla Campus,In Service
160642,Scripps Mercy Hospital San Diego Campus,In Service
160861,Scripps Mercy Hospital San Diego Campus,In Service
159721,Scripps Green Hospital Campus,In Service
159394,Scripps Memorial Hospital La Jolla Campus,In Service
160169,Scripps Memorial Hospital La Jolla Campus,In Service
159320,Scripps Mercy Hospital San Diego Campus,In Service
160272,Scripps Memorial Hospital La Jolla Campus,In Service
166990,Scripps Memorial Hospital La Jolla Campus,In Service
160372,Scripps Memorial Hospital La Jolla Campus,Retired
172019,Scripps Mercy Hospital San Diego Campus,In Service
167036,Scripps Mercy Hospital San Diego Campus,In Service
162028,Scripps Memorial Hospital La Jolla Campus,Lost
161460,Scripps Memorial Hospital La Jolla Campus,In Service
158557,Scripps Memorial Hospital Encinitas Campus,In Service
161557,Scripps Memorial Hospital La Jolla Campus,In Service
158700,Scripps Memorial Hospital Encinitas Campus,In Service
157665,Scripps Green Hospital Campus,In Service
162328,Scripps Memorial Hospital Encinitas Campus,In Service
159861,Scripps Green Hospital Campus,In Service
160198,Scripps Memorial Hospital La Jolla Campus,In Service
160300,Scripps Memorial Hospital La Jolla Campus,In Service
160495,Scripps Memorial Hospital La Jolla Campus,In Service
159565,Scripps Mercy Hospital San Diego Campus,In Service
172005,Scripps Corporate and Business Services,In Service
160534,Scripps Mercy Hospital San Diego Campus,In Service
162209,Scripps Mercy Hospital Chula Vista Campus,In Service
166966,Scripps Green Hospital Campus,In Service
162068,Scripps Memorial Hospital La Jolla Campus,In Service
161489,Scripps Memorial Hospital La Jolla Campus,In Service
161578,Scripps Memorial Hospital La Jolla Campus,In Service
157577,Scripps Green Hospital Campus,In Service
158797,Scripps Memorial Hospital Encinitas Campus,In Service
159358,Scripps Mercy Hospital San Diego Campus,In Service
162021,Scripps Mercy Hospital Chula Vista Campus,In Service
156382,Scripps Memorial Hospital Encinitas Campus,In Service
162153,Scripps Mercy Hospital Chula Vista Campus,In Service
159882,Scripps Clinics and Coastal Medical Centers,In Service
160549,Scripps Mercy Hospital San Diego Campus,In Service
160552,Scripps Mercy Hospital San Diego Campus,In Service
162224,Scripps Mercy Hospital Chula Vista Campus,In Service
162227,Scripps Mercy Hospital Chula Vista Campus,In Service
161972,Scripps Clinics and Coastal Medical Centers,In Service
158520,Scripps Memorial Hospital Encinitas Campus,In Service
161510,Scripps Memorial Hospital La Jolla Campus,In Service
161602,Scripps Memorial Hospital La Jolla Campus,In Service
158664,Scripps Memorial Hospital Encinitas Campus,In Service
166946,Scripps Mercy Hospital Chula Vista Campus,In Service
158818,Scripps Memorial Hospital Encinitas Campus,In Service
160022,Scripps Clinics and Coastal Medical Centers,In Service
160025,Scripps Green Hospital Campus,In Service
173568,Scripps Mercy Hospital San Diego Campus,In Service
161998,Scripps Memorial Hospital La Jolla Campus,In Service
160717,Scripps Mercy Hospital San Diego Campus,In Service
160784,Scripps Mercy Hospital San Diego Campus,In Service
158608,Scripps Memorial Hospital Encinitas Campus,In Service
158760,Scripps Memorial Hospital Encinitas Campus,In Service
159822,Scripps Green Hospital Campus,In Service
159945,Scripps Green Hospital Campus,In Service
166992,Scripps Memorial Hospital La Jolla Campus,In Service
160369,Scripps Memorial Hospital La Jolla Campus,In Service
160466,Scripps Memorial Hospital La Jolla Campus,In Service
168823,Scripps Mercy Hospital Chula Vista Campus,In Service
162260,Scripps Mercy Hospital Chula Vista Campus,In Service
156638,Scripps Memorial Hospital Encinitas Campus,In Service
158624,Scripps Memorial Hospital Encinitas Campus,In Service
159750,Scripps Green Hospital Campus,In Service
159952,Scripps Memorial Hospital La Jolla Campus,In Service
159857,Scripps Clinics and Coastal Medical Centers,In Service
160196,Scripps Memorial Hospital La Jolla Campus,In Service
160393,Scripps Memorial Hospital La Jolla Campus,In Service
160491,Scripps Memorial Hospital La Jolla Campus,In Service
159560,Scripps Mercy Hospital San Diego Campus,In Service
159817,Scripps Green Hospital Campus,In Service
160603,Scripps Mercy Hospital San Diego Campus,In Service
161389,Scripps Memorial Hospital La Jolla Campus,In Service
173055,Scripps Memorial Hospital Encinitas Campus,In Service
160747,Scripps Mercy Hospital San Diego Campus,In Service
173562,Scripps Mercy Hospital San Diego Campus,In Service
158720,Scripps Memorial Hospital Encinitas Campus,In Service
157691,Scripps Green Hospital Campus,In Service
158870,Scripps Memorial Hospital Encinitas Campus,In Service
159774,Scripps Green Hospital Campus,In Service
160121,Scripps Memorial Hospital La Jolla Campus,In Service
159996,Scripps Green Hospital Campus,In Service
160327,Scripps Memorial Hospital La Jolla Campus,In Service
162000,Scripps Clinics and Coastal Medical Centers,In Service
159428,Scripps Mercy Hospital San Diego Campus,In Service
160421,Scripps Memorial Hospital La Jolla Campus,In Service
159501,Scripps Mercy Hospital San Diego Campus,In Service
156384,Scripps Memorial Hospital Encinitas Campus,In Service
162293,Scripps Mercy Hospital Chula Vista Campus,In Service
160698,Scripps Mercy Hospital San Diego Campus,In Service
158666,Scripps Memorial Hospital Encinitas Campus,In Service
169057,Scripps Mercy Hospital San Diego Campus,In Service
159797,Scripps Green Hospital Campus,In Service
160142,Scripps Memorial Hospital La Jolla Campus,In Service
159446,Scripps Mercy Hospital San Diego Campus,In Service
160447,Scripps Memorial Hospital La Jolla Campus,In Service
162103,Scripps Mercy Hospital Chula Vista Campus,In Service
162172,Scripps Mercy Hospital Chula Vista Campus,In Service
166961,Scripps Mercy Hospital San Diego Campus,In Service
162243,Scripps Mercy Hospital Chula Vista Campus,In Service
161341,Scripps Memorial Hospital La Jolla Campus,In Service
158537,Scripps Memorial Hospital Encinitas Campus,In Service
161625,Scripps Memorial Hospital La Jolla Campus,In Service
158835,Scripps Memorial Hospital Encinitas Campus,In Service
160052,Scripps Green Hospital Campus,In Service
159395,Scripps Mercy Hospital San Diego Campus,In Service
159541,Scripps Mercy Hospital San Diego Campus,In Service
160517,Scripps Mercy Hospital San Diego Campus,In Service
160588,Scripps Mercy Hospital San Diego Campus,In Service
162323,Scripps Mercy Hospital Chula Vista Campus,In Service
160731,Scripps Mercy Hospital San Diego Campus,In Service
160882,Scripps Mercy Hospital San Diego Campus,In Service
158704,Scripps Memorial Hospital Encinitas Campus,In Service
157605,Scripps Memorial Hospital La Jolla Campus,In Service
158855,Scripps Memorial Hospital Encinitas Campus,In Service
159898,Scripps Corporate and Business Services,In Service
159974,Scripps Green Hospital Campus,In Service
159337,Scripps Mercy Hospital San Diego Campus,In Service
159411,Scripps Mercy Hospital San Diego Campus,In Service
156366,Scripps Memorial Hospital Encinitas Campus,In Service
162137,Scripps Mercy Hospital Chula Vista Campus,In Service
160678,Scripps Mercy Hospital San Diego Campus,In Service
154879,Scripps Mercy Hospital Chula Vista Campus,In Service
158573,Scripps Memorial Hospital Encinitas Campus,In Service
157693,Scripps Green Hospital Campus,In Service
159770,Scripps Clinics and Coastal Medical Centers,In Service
160117,Scripps Memorial Hospital La Jolla Campus,In Service
160223,Scripps Corporate and Business Services,In Service
160323,Scripps Memorial Hospital La Jolla Campus,In Service
168838,Scripps Memorial Hospital La Jolla Campus,In Service
160863,Scripps Memorial Hospital La Jolla Campus,In Service
161313,Scripps Memorial Hospital La Jolla Campus,In Service
160620,Scripps Mercy Hospital San Diego Campus,In Service
161411,Scripps Memorial Hospital La Jolla Campus,In Service
160761,Scripps Mercy Hospital San Diego Campus,In Service
160764,Scripps Mercy Hospital San Diego Campus,In Service
160837,Scripps Mercy Hospital San Diego Campus,In Service
158740,Scripps Memorial Hospital Encinitas Campus,In Service
161976,Scripps Mercy Hospital San Diego Campus,In Service
159300,Scripps Mercy Hospital San Diego Campus,In Service
160348,Scripps Memorial Hospital La Jolla Campus,In Service
160443,Scripps Memorial Hospital La Jolla Campus,In Service
159524,Scripps Mercy Hospital San Diego Campus,In Service
166995,Scripps Green Hospital Campus,In Service
161438,Scripps Memorial Hospital La Jolla Campus,In Service
162376,Scripps Mercy Hospital Chula Vista Campus,In Service
162379,Scripps Mercy Hospital Chula Vista Campus,In Service
161534,Scripps Memorial Hospital La Jolla Campus,In Service
158681,Scripps Memorial Hospital Encinitas Campus,In Service
160069,Scripps Memorial Hospital Encinitas Campus,In Service
159459,Scripps Memorial Hospital La Jolla Campus,In Service
160171,Scripps Memorial Hospital La Jolla Campus,In Service
160276,Scripps Memorial Hospital La Jolla Campus,In Service
160469,Scripps Memorial Hospital La Jolla Campus,In Service
160513,Scripps Mercy Hospital San Diego Campus,In Service
161363,Scripps Memorial Hospital La Jolla Campus,In Service
160661,Scripps Mercy Hospital San Diego Campus,In Service
161464,Scripps Memorial Hospital La Jolla Campus,In Service
162395,Scripps Mercy Hospital Chula Vista Campus,In Service
160798,Scripps Mercy Hospital San Diego Campus,In Service
158779,Scripps Memorial Hospital Encinitas Campus,In Service
157669,Scripps Green Hospital Campus,In Service
160197,Scripps Memorial Hospital La Jolla Campus,In Service
159976,Scripps Green Hospital Campus,In Service
159339,Scripps Mercy Hospital San Diego Campus,In Service
160078,Scripps Green Hospital Campus,In Service
157612,Scripps Clinics and Coastal Medical Centers,In Service
159482,Scripps Mercy Hospital San Diego Campus,In Service
161946,Scripps Memorial Hospital Encinitas Campus,In Service
160602,Scripps Mercy Hospital San Diego Campus,In Service
162280,Scripps Mercy Hospital Chula Vista Campus,In Service
162072,Scripps Memorial Hospital La Jolla Campus,In Service
154875,Scripps Memorial Hospital La Jolla Campus,In Service
158575,Scripps Memorial Hospital Encinitas Campus,In Service
159885,Scripps Green Hospital Campus,In Service
160219,Scripps Memorial Hospital La Jolla Campus,In Service
159997,Scripps Green Hospital Campus,In Service
172025,Scripps Memorial Hospital La Jolla Campus,In Service
162042,Scripps Mercy Hospital Chula Vista Campus,In Service
159895,Scripps Green Hospital Campus,In Service
160556,Scripps Mercy Hospital San Diego Campus,In Service
162231,Scripps Mercy Hospital Chula Vista Campus,In Service
161421,Scripps Memorial Hospital La Jolla Campus,In Service
161606,Scripps Memorial Hospital La Jolla Campus,In Service
166950,Scripps Mercy Hospital Chula Vista Campus,In Service
157609,Scripps Green Hospital Campus,In Service
157615,Scripps Green Hospital Campus,In Service
172015,Scripps Memorial Hospital La Jolla Campus,In Service
160572,Scripps Mercy Hospital San Diego Campus,In Service
161345,Scripps Memorial Hospital La Jolla Campus,In Service
160788,Scripps Mercy Hospital San Diego Campus,In Service
158612,Scripps Memorial Hospital Encinitas Campus,In Service
161634,Scripps Memorial Hospital La Jolla Campus,In Service
158763,Scripps Memorial Hospital Encinitas Campus,In Service
159832,Scripps Green Hospital Campus,In Service
159836,Scripps Green Hospital Campus,In Service
160177,Scripps Memorial Hospital La Jolla Campus,In Service
173054,Scripps Green Hospital Campus,In Service
167002,Scripps Memorial Hospital La Jolla Campus,In Service
162192,Scripps Mercy Hospital Chula Vista Campus,In Service
162195,Scripps Mercy Hospital Chula Vista Campus,In Service
160592,Scripps Mercy Hospital San Diego Campus,In Service
161369,Scripps Memorial Hospital La Jolla Campus,In Service
162045,Scripps Memorial Hospital Encinitas Campus,In Service
162400,Scripps Mercy Hospital Chula Vista Campus,In Service
158628,Scripps Memorial Hospital Encinitas Campus,In Service
158705,Scripps Memorial Hospital Encinitas Campus,In Service
158859,Scripps Memorial Hospital Encinitas Campus,In Service
159758,Scripps Green Hospital Campus,In Service
159968,Scripps Memorial Hospital La Jolla Campus,In Service
160397,Scripps Memorial Hospital La Jolla Campus,In Service
159487,Scripps Mercy Hospital San Diego Campus,In Service
159825,Scripps Clinics and Coastal Medical Centers,In Service
159828,Scripps Green Hospital Campus,In Service
168625,Scripps Memorial Hospital Encinitas Campus,In Service
161393,Scripps Memorial Hospital La Jolla Campus,In Service
158505,Scripps Memorial Hospital Encinitas Campus,In Service
168834,Scripps Memorial Hospital La Jolla Campus,In Service
160751,Scripps Mercy Hospital San Diego Campus,In Service
158649,Scripps Memorial Hospital Encinitas Campus,In Service
166920,Scripps Mercy Hospital Chula Vista Campus,In Service
157697,Scripps Green Hospital Campus,In Service
171869,Scripps Clinics and Coastal Medical Centers,In Service
160230,Scripps Memorial Hospital La Jolla Campus,In Service
159363,Scripps Mercy Hospital San Diego Campus,In Service
160329,Scripps Memorial Hospital La Jolla Campus,In Service
162031,Scripps Green Hospital Campus,In Service
159432,Scripps Mercy Hospital San Diego Campus,In Service
160425,Scripps Memorial Hospital La Jolla Campus,In Service
159506,Scripps Mercy Hospital San Diego Campus,In Service
159583,Scripps Mercy Hospital San Diego Campus,In Service
156388,Scripps Memorial Hospital Encinitas Campus,In Service
177038,Scripps Mercy Hospital San Diego Campus,In Service
161321,Scripps Memorial Hospital La Jolla Campus,In Service
161975,Scripps Green Hospital Campus,In Service
161417,Scripps Memorial Hospital La Jolla Campus,In Service
160702,Scripps Mercy Hospital San Diego Campus,In Service
158522,Scripps Memorial Hospital Encinitas Campus,In Service
158525,Scripps Memorial Hospital Encinitas Campus,In Service
158670,Scripps Memorial Hospital Encinitas Campus,In Service
158824,Scripps Memorial Hospital Encinitas Campus,In Service
160255,Scripps Memorial Hospital La Jolla Campus,In Service
160031,Scripps Green Hospital Campus,In Service
160356,Scripps Memorial Hospital La Jolla Campus,In Service
160451,Scripps Memorial Hospital La Jolla Campus,In Service
162107,Scripps Mercy Hospital Chula Vista Campus,In Service
160501,Scripps Mercy Hospital San Diego Campus,In Service
166978,Scripps Mercy Hospital San Diego Campus,In Service
161445,Scripps Memorial Hospital La Jolla Campus,In Service
158541,Scripps Memorial Hospital Encinitas Campus,In Service
160720,Scripps Mercy Hospital San Diego Campus,In Service
161538,Scripps Memorial Hospital La Jolla Campus,In Service
161629,Scripps Memorial Hospital La Jolla Campus,In Service
157647,Scripps Green Hospital Campus,In Service
158841,Scripps Memorial Hospital Encinitas Campus,In Service
160057,Scripps Green Hospital Campus,In Service
159399,Scripps Mercy Hospital San Diego Campus,In Service
159467,Scripps Mercy Hospital San Diego Campus,In Service
159470,Scripps Mercy Hospital San Diego Campus,In Service
160477,Scripps Memorial Hospital La Jolla Campus,In Service
159545,Scripps Mercy Hospital San Diego Campus,In Service
162125,Scripps Mercy Hospital Chula Vista Campus,In Service
162266,Scripps Mercy Hospital Chula Vista Campus,In Service
162327,Scripps Mercy Hospital Chula Vista Campus,In Service
160735,Scripps Mercy Hospital San Diego Campus,In Service
161661,Scripps Memorial Hospital La Jolla Campus,In Service
160886,Scripps Mercy Hospital San Diego Campus,In Service
157683,Scripps Memorial Hospital La Jolla Campus,In Service
159753,Scripps Green Hospital Campus,In Service
159980,Scripps Green Hospital Campus,In Service
156370,Scripps Memorial Hospital Encinitas Campus,In Service
160682,Scripps Mercy Hospital San Diego Campus,In Service
160685,Scripps Mercy Hospital San Diego Campus,In Service
162349,Scripps Mercy Hospital Chula Vista Campus,In Service
154883,Scripps Memorial Hospital La Jolla Campus,In Service
158576,Scripps Memorial Hospital Encinitas Campus,In Service
174790,Scripps Clinics and Coastal Medical Centers,In Service
159899,Scripps Green Hospital Campus,In Service
160226,Scripps Memorial Hospital La Jolla Campus,In Service
160888,Scripps Memorial Hospital La Jolla Campus,In Service
161317,Scripps Memorial Hospital La Jolla Campus,In Service
160627,Scripps Mercy Hospital San Diego Campus,In Service
162363,Scripps Mercy Hospital Chula Vista Campus,In Service
161520,Scripps Corporate and Business Services,In Service
160768,Scripps Mercy Hospital San Diego Campus,In Service
160841,Scripps Mercy Hospital San Diego Campus,In Service
160844,Scripps Mercy Hospital San Diego Campus,In Service
161994,Scripps Mercy Hospital San Diego Campus,In Service
159803,Scripps Green Hospital Campus,In Service
160251,Scripps Memorial Hospital La Jolla Campus,In Service
172013,Scripps Memorial Hospital La Jolla Campus,In Service
160352,Scripps Memorial Hospital La Jolla Campus,In Service
159449,Scripps Mercy Hospital San Diego Campus,In Service
159528,Scripps Mercy Hospital San Diego Campus,In Service
162175,Scripps Mercy Hospital Chula Vista Campus,In Service
162178,Scripps Mercy Hospital Chula Vista Campus,In Service
162246,Scripps Mercy Hospital Chula Vista Campus,In Service
162314,Scripps Mercy Hospital Chula Vista Campus,In Service
162383,Scripps Mercy Hospital Chula Vista Campus,In Service
169051,Scripps Mercy Hospital San Diego Campus,In Service
161920,Scripps Memorial Hospital Encinitas Campus,In Service
159504,Scripps Memorial Hospital La Jolla Campus,In Service
160173,Scripps Memorial Hospital La Jolla Campus,In Service
160280,Scripps Memorial Hospital La Jolla Campus,In Service
172440,Scripps Memorial Hospital La Jolla Campus,In Service
160473,Scripps Memorial Hospital La Jolla Campus,In Service
160520,Scripps Mercy Hospital San Diego Campus,In Service
160665,Scripps Mercy Hospital San Diego Campus,In Service
161468,Scripps Memorial Hospital La Jolla Campus,In Service
161561,Scripps Memorial Hospital La Jolla Campus,In Service
160806,Scripps Mercy Hospital San Diego Campus,In Service
158783,Scripps Memorial Hospital Encinitas Campus,In Service
160101,Scripps Memorial Hospital La Jolla Campus,In Service
159344,Scripps Mercy Hospital San Diego Campus,In Service
160307,Scripps Memorial Hospital La Jolla Campus,In Service
157620,Scripps Clinics and Coastal Medical Centers,In Service
160398,Scripps Memorial Hospital La Jolla Campus,In Service
160403,Scripps Memorial Hospital La Jolla Campus,In Service
171981,Scripps Mercy Hospital Chula Vista Campus,In Service
160610,Scripps Memorial Hospital La Jolla Campus,In Service
162143,Scripps Mercy Hospital Chula Vista Campus,In Service
162345,Scripps Mercy Hospital Chula Vista Campus,In Service
161495,Scripps Memorial Hospital La Jolla Campus,In Service
160824,Scripps Mercy Hospital San Diego Campus,In Service
171978,Scripps Mercy Hospital Chula Vista Campus,In Service
158725,Scripps Memorial Hospital Encinitas Campus,In Service
157586,Scripps Green Hospital Campus,In Service
159890,Scripps Green Hospital Campus,In Service
160005,Scripps Green Hospital Campus,In Service
162162,Scripps Mercy Hospital Chula Vista Campus,In Service
162295,Scripps Mercy Hospital Chula Vista Campus,In Service
162698,Scripps Clinics and Coastal Medical Centers,In Service
161518,Scripps Memorial Hospital La Jolla Campus,In Service
158595,Scripps Memorial Hospital Encinitas Campus,In Service
161609,Scripps Memorial Hospital La Jolla Campus,In Service
169058,Scripps Mercy Hospital San Diego Campus,In Service
158743,Scripps Memorial Hospital Encinitas Campus,In Service
158746,Scripps Memorial Hospital Encinitas Campus,In Service
159703,Scripps Green Hospital Campus,In Service
160149,Scripps Memorial Hospital La Jolla Campus,In Service
159304,Scripps Mercy Hospital San Diego Campus,In Service
168597,Scripps Memorial Hospital Encinitas Campus,In Service
160500,Scripps Mercy Hospital San Diego Campus,In Service
162011,Scripps Memorial Hospital La Jolla Campus,In Service
162716,Scripps Green Hospital Campus,In Service
161542,Scripps Memorial Hospital La Jolla Campus,In Service
158687,Scripps Memorial Hospital Encinitas Campus,In Service
171992,Scripps Mercy Hospital San Diego Campus,In Service
159725,Scripps Green Hospital Campus,In Service
159729,Scripps Green Hospital Campus,In Service
160179,Scripps Memorial Hospital La Jolla Campus,In Service
159324,Scripps Mercy Hospital San Diego Campus,In Service
167012,Scripps Memorial Hospital La Jolla Campus,In Service
159716,Scripps Green Hospital Campus,In Service
160590,Scripps Mercy Hospital San Diego Campus,In Service
167042,Scripps Mercy Hospital San Diego Campus,In Service
161371,Scripps Memorial Hospital La Jolla Campus,In Service
158561,Scripps Memorial Hospital Encinitas Campus,In Service
158632,Scripps Memorial Hospital Encinitas Campus,In Service
158857,Scripps Memorial Hospital Encinitas Campus,In Service
159865,Scripps Green Hospital Campus,In Service
160203,Scripps Memorial Hospital La Jolla Campus,In Service
171985,Scripps Corporate and Business Services,In Service
159417,Scripps Mercy Hospital San Diego Campus,In Service
160400,Scripps Memorial Hospital La Jolla Campus,In Service
159485,Scripps Mercy Hospital San Diego Campus,In Service
159569,Scripps Mercy Hospital San Diego Campus,In Service
160538,Scripps Mercy Hospital San Diego Campus,In Service
162213,Scripps Mercy Hospital Chula Vista Campus,In Service
162285,Scripps Mercy Hospital Chula Vista Campus,In Service
161397,Scripps Memorial Hospital La Jolla Campus,In Service
161582,Scripps Memorial Hospital La Jolla Campus,In Service
157582,Scripps Green Hospital Campus,In Service
158804,Scripps Memorial Hospital Encinitas Campus,In Service
160127,Scripps Memorial Hospital La Jolla Campus,In Service
159368,Scripps Mercy Hospital San Diego Campus,In Service
160332,Scripps Memorial Hospital La Jolla Campus,In Service
162076,Scripps Mercy Hospital Chula Vista Campus,In Service
159915,Scripps Green Hospital Campus,In Service
161981,Scripps Memorial Hospital La Jolla Campus,In Service
162701,Scripps Clinics and Coastal Medical Centers,In Service
162705,Scripps Clinics and Coastal Medical Centers,In Service
158529,Scripps Memorial Hospital Encinitas Campus,In Service
161523,Scripps Memorial Hospital La Jolla Campus,In Service
158674,Scripps Memorial Hospital Encinitas Campus,In Service
166953,Scripps Mercy Hospital Chula Vista Campus,In Service
158828,Scripps Memorial Hospital Encinitas Campus,In Service
159302,Scripps Memorial Hospital La Jolla Campus,In Service
171987,Scripps Mercy Hospital San Diego Campus,In Service
159932,Scripps Green Hospital Campus,In Service
160258,Scripps Memorial Hospital La Jolla Campus,In Service
166977,Scripps Memorial Hospital La Jolla Campus,In Service
160036,Scripps Green Hospital Campus,In Service
160360,Scripps Memorial Hospital La Jolla Campus,In Service
160455,Scripps Memorial Hospital La Jolla Campus,In Service
162111,Scripps Mercy Hospital Chula Vista Campus,In Service
160067,Scripps Green Hospital Campus,In Service
160575,Scripps Mercy Hospital San Diego Campus,In Service
160578,Scripps Mercy Hospital San Diego Campus,In Service
160652,Scripps Mercy Hospital San Diego Campus,In Service
161448,Scripps Memorial Hospital La Jolla Campus,In Service
160791,Scripps Mercy Hospital San Diego Campus,In Service
160869,Scripps Mercy Hospital San Diego Campus,In Service
157659,Scripps Green Hospital Campus,In Service
159704,Scripps Memorial Hospital La Jolla Campus,In Service
160185,Scripps Memorial Hospital La Jolla Campus,In Service
160288,Scripps Memorial Hospital La Jolla Campus,In Service
160063,Scripps Green Hospital Campus,In Service
160381,Scripps Memorial Hospital La Jolla Campus,In Service
159475,Scripps Mercy Hospital San Diego Campus,In Service
159553,Scripps Mercy Hospital San Diego Campus,In Service
166936,Scripps Memorial Hospital Encinitas Campus,In Service
162129,Scripps Mercy Hospital Chula Vista Campus,In Service
162198,Scripps Mercy Hospital Chula Vista Campus,In Service
161928,Scripps Clinics and Coastal Medical Centers,In Service
160594,Scripps Mercy Hospital San Diego Campus,In Service
162270,Scripps Mercy Hospital Chula Vista Campus,In Service
161379,Scripps Memorial Hospital La Jolla Campus,In Service
162334,Scripps Mercy Hospital Chula Vista Campus,In Service
161476,Scripps Memorial Hospital La Jolla Campus,In Service
158637,Scripps Memorial Hospital Encinitas Campus,In Service
161665,Scripps Memorial Hospital La Jolla Campus,In Service
157676,Scripps Green Hospital Campus,In Service
160109,Scripps Memorial Hospital La Jolla Campus,In Service
159571,Scripps Mercy Hospital San Diego Campus,In Service
160690,Scripps Mercy Hospital San Diego Campus,In Service
160754,Scripps Mercy Hospital San Diego Campus,In Service
157704,Scripps Green Hospital Campus,In Service
159781,Scripps Green Hospital Campus,In Service
159438,Scripps Mercy Hospital San Diego Campus,In Service
177035,Scripps Mercy Hospital San Diego Campus,In Service
156394,Scripps Memorial Hospital Encinitas Campus,In Service
160558,Scripps Mercy Hospital San Diego Campus,In Service
160631,Scripps Mercy Hospital San Diego Campus,In Service
160708,Scripps Mercy Hospital San Diego Campus,In Service
162367,Scripps Mercy Hospital Chula Vista Campus,In Service
160849,Scripps Mercy Hospital San Diego Campus,In Service
159795,Scripps Memorial Hospital Encinitas Campus,In Service
160160,Scripps Memorial Hospital La Jolla Campus,In Service
177027,Scripps Mercy Hospital San Diego Campus,In Service
160505,Scripps Mercy Hospital San Diego Campus,In Service
162182,Scripps Mercy Hospital Chula Vista Campus,In Service
162251,Scripps Mercy Hospital Chula Vista Campus,In Service
161351,Scripps Memorial Hospital La Jolla Campus,In Service
158547,Scripps Memorial Hospital Encinitas Campus,In Service
162387,Scripps Mercy Hospital Chula Vista Campus,In Service
161546,Scripps Memorial Hospital La Jolla Campus,In Service
158771,Scripps Memorial Hospital Encinitas Campus,In Service
157654,Scripps Green Hospital Campus,In Service
162023,Scripps Memorial Hospital Encinitas Campus,In Service
159554,Scripps Memorial Hospital La Jolla Campus,In Service
160284,Scripps Memorial Hospital La Jolla Campus,In Service
167027,Scripps Memorial Hospital La Jolla Campus,In Service
159406,Scripps Mercy Hospital San Diego Campus,In Service
159548,Scripps Mercy Hospital San Diego Campus,In Service
160524,Scripps Mercy Hospital San Diego Campus,In Service
160596,Scripps Mercy Hospital San Diego Campus,In Service
161375,Scripps Memorial Hospital La Jolla Campus,In Service
161472,Scripps Memorial Hospital La Jolla Campus,In Service
160738,Scripps Mercy Hospital San Diego Campus,In Service
160810,Scripps Mercy Hospital San Diego Campus,In Service
160890,Scripps Mercy Hospital San Diego Campus,In Service
158790,Scripps Memorial Hospital Encinitas Campus,In Service
157678,Scripps Green Hospital Campus,In Service
160105,Scripps Memorial Hospital La Jolla Campus,In Service
159869,Scripps Green Hospital Campus,In Service
160211,Scripps Memorial Hospital La Jolla Campus,In Service
160311,Scripps Memorial Hospital La Jolla Campus,In Service
160407,Scripps Corporate and Business Services,In Service
162147,Scripps Mercy Hospital Chula Vista Campus,In Service
161403,Scripps Memorial Hospital La Jolla Campus,In Service
177025,Scripps Mercy Hospital San Diego Campus,In Service
161499,Scripps Memorial Hospital La Jolla Campus,In Service
160755,Scripps Mercy Hospital San Diego Campus,In Service
158584,Scripps Memorial Hospital Encinitas Campus,In Service
160828,Scripps Mercy Hospital San Diego Campus,In Service
158729,Scripps Memorial Hospital Encinitas Campus,In Service
173647,Scripps Memorial Hospital Encinitas Campus,In Service
157706,Scripps Green Hospital Campus,In Service
160135,Scripps Memorial Hospital La Jolla Campus,In Service
159909,Scripps Clinics and Coastal Medical Centers,In Service
160435,Scripps Memorial Hospital La Jolla Campus,In Service
162166,Scripps Mercy Hospital Chula Vista Campus,In Service
160633,Scripps Mercy Hospital San Diego Campus,In Service
161428,Scripps Memorial Hospital La Jolla Campus,In Service
161612,Scripps Memorial Hospital La Jolla Campus,In Service
162020,Scripps Mercy Hospital San Diego Campus,In Service
162030,Scripps Mercy Hospital San Diego Campus,In Service
159712,Scripps Green Hospital Campus,In Service
159806,Scripps Green Hospital Campus,In Service
160158,Scripps Memorial Hospital La Jolla Campus,In Service
159311,Scripps Mercy Hospital San Diego Campus,In Service
159456,Scripps Mercy Hospital San Diego Campus,In Service
167009,Scripps Mercy Hospital San Diego Campus,In Service
162015,Scripps Memorial Hospital La Jolla Campus,In Service
172733,Scripps Memorial Hospital Encinitas Campus,In Service
173050,Scripps Memorial Hospital Encinitas Campus,In Service
158767,Scripps Memorial Hospital Encinitas Campus,In Service
162067,Scripps Memorial Hospital Encinitas Campus,In Service
160181,Scripps Memorial Hospital La Jolla Campus,In Service
160593,Scripps Mercy Hospital San Diego Campus,In Service
160668,Scripps Mercy Hospital San Diego Campus,In Service
158709,Scripps Memorial Hospital Encinitas Campus,In Service
158786,Scripps Memorial Hospital Encinitas Campus,Retired
158863,Scripps Memorial Hospital Encinitas Campus,In Service
162708,Scripps Memorial Hospital Encinitas Campus,In Service
160207,Scripps Memorial Hospital La Jolla Campus,In Service
159982,Scripps Green Hospital Campus,In Service
159347,Scripps Mercy Hospital San Diego Campus,In Service
160092,Scripps Green Hospital Campus,In Service
157655,Scripps Green Hospital Campus,In Service
159421,Scripps Mercy Hospital San Diego Campus,In Service
160542,Scripps Mercy Hospital San Diego Campus,In Service
162217,Scripps Mercy Hospital Chula Vista Campus,In Service
